file name, mutants, tests, cores, total time, original time, mutants time, mutation score, TS size, lines, algorithm, optimizations
add, m12, t100, w2, 1010, 265, 310, 0.916667, 583, 13, a3, 011011
anagram, m60, t100, w2, 10764, 288, 6474, 0.878788, 1370, 37, a5, 101101
add, m12, t100, w2, 1448, 274, 301, 1.100000, 583, 13, a4, 001101
add, m12, t100, w2, 1043, 294, 366, 0.916667, 583, 13, a2, 110010
primes, m68, t100, w2, 18609, 1223, 13858, 0.750000, 398, 30, a3, 111010
add, m12, t100, w2, 1106, 288, 296, 0.900000, 583, 13, a5, 111111
gcd, m65, t150, w2, 27060, 613, 21706, 1.063830, 1495, 19, a2, 101100
massive, m49, t60, w2, 46757, 9747, 34595, 0.959184, 169, 13, a4, 111001
factorial, m31, t100, w2, 27666, 309, 25505, 0.967742, 403, 18, a2, 100000
factorial, m31, t100, w2, 27810, 284, 25492, 1.304348, 403, 18, a4, 101101
add, m12, t100, w2, 1034, 251, 398, 0.916667, 583, 13, a3, 011010
genPassword, m49, t100, w2, 11134, 363, 6532, 1.108108, 398, 63, a3, 001100
primes, m68, t100, w2, 17593, 1297, 12281, 0.750000, 398, 30, a3, 110011
gcd, m65, t150, w2, 24885, 611, 21416, 1.063830, 1495, 19, a3, 001110
massive, m49, t60, w2, 56189, 9659, 45199, 0.959184, 169, 13, a5, 001010
anagram, m60, t100, w2, 9974, 253, 7524, 1.575758, 1370, 37, a4, 010111
anagram, m60, t100, w2, 10261, 319, 7662, 1.575758, 1370, 37, a4, 101111
primes, m68, t100, w2, 18530, 755, 12119, 1.378378, 398, 30, a2, 110110
add, m12, t100, w2, 1403, 284, 322, 0.916667, 583, 13, a5, 010000
anagram, m60, t100, w2, 10445, 261, 6189, 1.625000, 1370, 37, a4, 001100
genPassword, m49, t100, w2, 9323, 370, 6786, 0.836735, 398, 63, a3, 111011
massive, m49, t60, w2, 57111, 9892, 44817, 0.938776, 169, 13, a3, 110001
factorial, m31, t100, w2, 26785, 311, 25516, 0.967742, 403, 18, a5, 111010
genPassword, m49, t100, w2, 9646, 444, 7018, 0.836735, 398, 63, a2, 110011
gcd, m65, t150, w2, 24102, 636, 21155, 0.769231, 1495, 19, a2, 011011
primes, m68, t100, w2, 24101, 354, 13197, 1.378378, 398, 30, a2, 000100
gcd, m65, t150, w2, 24477, 528, 21624, 0.769231, 1495, 19, a3, 011011
factorial, m31, t100, w2, 26808, 334, 25531, 0.967742, 403, 18, a4, 101011
anagram, m60, t100, w2, 9998, 305, 7499, 1.625000, 1370, 37, a4, 010110
gcd, m65, t150, w2, 23396, 669, 20317, 0.769231, 1495, 19, a5, 111010
genPassword, m49, t100, w2, 11096, 346, 6850, 0.836735, 398, 63, a4, 001000
gcd, m65, t150, w2, 26088, 726, 21107, 0.769231, 1495, 19, a2, 010000
factorial, m31, t100, w2, 11890, 252, 10492, 0.956522, 403, 18, a5, 001111
genPassword, m49, t100, w2, 10949, 420, 6586, 0.836735, 398, 63, a5, 110001
massive, m49, t60, w2, 55411, 9528, 44528, 0.959184, 169, 13, a5, 000011
primes, m68, t100, w2, 17317, 712, 12433, 0.750000, 398, 30, a2, 101010
genPassword, m49, t100, w2, 11143, 356, 6866, 0.836735, 398, 63, a5, 010000
factorial, m31, t100, w2, 26924, 284, 25444, 1.363636, 403, 18, a4, 110110
factorial, m31, t100, w2, 27689, 248, 25513, 1.304348, 403, 18, a3, 001101
anagram, m60, t100, w2, 10049, 250, 7545, 1.575758, 1370, 37, a2, 010111
primes, m68, t100, w2, 18496, 553, 12553, 1.378378, 398, 30, a3, 001110
massive, m49, t60, w2, 47530, 9983, 34867, 1.566667, 169, 13, a4, 010101
anagram, m60, t100, w2, 10654, 275, 6502, 0.878788, 1370, 37, a5, 010101
factorial, m31, t100, w2, 27721, 260, 25508, 1.304348, 403, 18, a3, 000101
add, m12, t100, w2, 1434, 348, 333, 0.916667, 583, 13, a4, 111001
gcd, m65, t150, w2, 26170, 729, 22574, 1.063830, 1495, 19, a4, 110110
factorial, m31, t100, w2, 27248, 310, 25935, 0.967742, 403, 18, a5, 111011
anagram, m60, t100, w2, 12011, 329, 7907, 0.866667, 1370, 37, a5, 111001
genPassword, m49, t100, w2, 11491, 333, 6896, 1.078947, 398, 63, a4, 001101
anagram, m60, t100, w2, 9967, 326, 7737, 0.866667, 1370, 37, a3, 111010
genPassword, m49, t100, w2, 11361, 383, 6670, 1.108108, 398, 63, a2, 101100
primes, m68, t100, w2, 16333, 459, 4176, 0.864865, 398, 30, a5, 010100
genPassword, m49, t100, w2, 11185, 209, 7076, 0.836735, 398, 63, a4, 010001
primes, m68, t100, w2, 17974, 545, 12737, 0.750000, 398, 30, a2, 001010
factorial, m31, t100, w2, 27666, 281, 25517, 0.967742, 403, 18, a4, 100000
genPassword, m49, t100, w2, 9553, 407, 7028, 0.836735, 398, 63, a2, 100011
gcd, m65, t150, w2, 23784, 653, 20727, 0.769231, 1495, 19, a5, 011011
primes, m68, t100, w2, 25243, 1478, 12842, 0.750000, 398, 30, a3, 110000
anagram, m60, t100, w2, 10382, 262, 6278, 0.906250, 1370, 37, a5, 010100
add, m12, t100, w2, 1366, 281, 279, 0.900000, 583, 13, a5, 001100
gcd, m65, t150, w2, 24646, 649, 21661, 0.769231, 1495, 19, a2, 000010
anagram, m60, t100, w2, 11542, 267, 7638, 0.866667, 1370, 37, a4, 011000
factorial, m31, t100, w2, 27515, 272, 25499, 0.967742, 403, 18, a2, 011001
primes, m68, t100, w2, 18259, 523, 12970, 0.750000, 398, 30, a5, 001011
anagram, m60, t100, w2, 11978, 280, 7601, 1.625000, 1370, 37, a4, 010100
gcd, m65, t150, w2, 23645, 698, 18259, 1.063830, 1495, 19, a4, 101100
add, m20, t999, w2, 851042888, 15785, 15790, 1.727273, 583, 13, a4, 111000
add, m20, t999, w2, 850750995, 15039, 15179, 0.950000, 583, 13, a4, 100000
massive, m49, t60, w2, 46572, 9987, 34195, 0.959184, 169, 13, a4, 010000
add, m12, t100, w2, 1374, 273, 300, 0.916667, 583, 13, a2, 000000
primes, m68, t100, w2, 17961, 1443, 12005, 0.750000, 398, 30, a3, 100010
gcd, m65, t150, w2, 26929, 688, 21550, 1.063830, 1495, 19, a3, 010100
gcd, m65, t150, w2, 24840, 616, 21396, 1.063830, 1495, 19, a2, 110110
anagram, m60, t100, w2, 12007, 267, 7755, 1.625000, 1370, 37, a4, 100100
anagram, m60, t100, w2, 9789, 262, 7591, 0.866667, 1370, 37, a3, 000010
add, m12, t100, w2, 2062, 484, 618, 0.916667, 583, 13, a4, 000000
factorial, m31, t100, w2, 26849, 271, 25653, 0.967742, 403, 18, a2, 011011
primes, m68, t100, w2, 24376, 940, 13145, 0.750000, 398, 30, a3, 100001
anagram, m60, t100, w2, 10088, 273, 7662, 1.625000, 1370, 37, a3, 001110
massive, m49, t60, w2, 57320, 9884, 44828, 1.533333, 169, 13, a3, 000101
add, m20, t999, w2, 851063582, 15749, 4849, 1.636364, 583, 13, a5, 111000
primes, m48, t99, w2, 12171, 432, 8075, 0.750000, 398, 30, a4, 000000
factorial, m31, t100, w2, 26785, 294, 25484, 0.967742, 403, 18, a3, 100011
primes, m68, t100, w2, 25611, 1043, 13142, 0.750000, 398, 30, a2, 111000
factorial, m31, t100, w2, 27866, 254, 25499, 1.363636, 403, 18, a3, 011100
factorial, m31, t100, w2, 26775, 260, 25521, 0.967742, 403, 18, a5, 000010
genPassword, m49, t100, w2, 11742, 518, 7003, 1.108108, 398, 63, a3, 100100
massive, m49, t60, w2, 55998, 9717, 44896, 0.959184, 169, 13, a5, 000010
primes, m68, t100, w2, 25861, 1731, 13159, 0.750000, 398, 30, a2, 110000
anagram, m60, t100, w2, 10124, 306, 7846, 0.866667, 1370, 37, a3, 110011
gcd, m65, t150, w2, 27081, 735, 22000, 0.769231, 1495, 19, a5, 101000
gcd, m65, t150, w2, 26629, 815, 21480, 0.769231, 1495, 19, a3, 101000
genPassword, m49, t100, w2, 9945, 360, 5363, 0.810811, 398, 63, a5, 101100
add, m12, t100, w2, 1410, 277, 291, 0.900000, 583, 13, a5, 010100
add, m12, t100, w2, 1058, 275, 308, 1.100000, 583, 13, a4, 110110
gcd, m65, t150, w2, 24881, 737, 21345, 1.041667, 1495, 19, a2, 111111
factorial, m31, t100, w2, 26804, 291, 25541, 0.967742, 403, 18, a3, 111010
massive, m49, t60, w2, 52244, 9820, 39783, 0.948718, 169, 13, a5, 000100
primes, m68, t100, w2, 43379, 499, 32025, 0.750000, 398, 30, a4, 011001
add, m12, t100, w2, 1144, 349, 281, 1.100000, 583, 13, a2, 111111
genPassword, m49, t100, w2, 9766, 455, 6869, 1.108108, 398, 63, a4, 110110
genPassword, m49, t100, w2, 9514, 411, 7029, 0.836735, 398, 63, a5, 111010
genPassword, m49, t100, w2, 9487, 412, 6912, 0.836735, 398, 63, a3, 011011
add, m12, t100, w2, 1485, 373, 325, 0.916667, 583, 13, a4, 110000
factorial, m31, t100, w2, 26922, 268, 25486, 1.304348, 403, 18, a3, 111111
massive, m49, t60, w2, 56497, 9943, 44756, 1.533333, 169, 13, a2, 111111
factorial, m31, t100, w2, 27700, 254, 25488, 1.363636, 403, 18, a4, 010100
gcd, m65, t150, w2, 24238, 667, 20812, 1.041667, 1495, 19, a3, 100111
gcd, m65, t150, w2, 26683, 620, 21800, 0.769231, 1495, 19, a4, 000001
anagram, m60, t100, w2, 9954, 338, 7531, 1.575758, 1370, 37, a2, 001111
massive, m49, t60, w2, 51251, 9930, 39647, 0.933333, 169, 13, a5, 001111
factorial, m31, t100, w2, 26854, 270, 25646, 0.967742, 403, 18, a2, 001011
massive, m49, t60, w2, 56955, 9803, 44717, 0.938776, 169, 13, a2, 001000
massive, m49, t60, w2, 56450, 9752, 45110, 1.533333, 169, 13, a3, 101111
factorial, m31, t100, w2, 27478, 298, 25480, 0.967742, 403, 18, a4, 000000
add, m12, t100, w2, 1033, 281, 305, 1.100000, 583, 13, a3, 101110
massive, m49, t60, w2, 45781, 9735, 34706, 0.959184, 169, 13, a5, 110011
genPassword, m49, t100, w2, 9834, 442, 6913, 1.078947, 398, 63, a2, 101111
primes, m68, t100, w2, 44654, 563, 33307, 1.342105, 398, 30, a4, 000101
factorial, m31, t100, w2, 27811, 319, 25470, 1.363636, 403, 18, a3, 110100
anagram, m60, t100, w2, 10300, 279, 7801, 1.625000, 1370, 37, a3, 011110
massive, m49, t60, w2, 56736, 9972, 45111, 1.566667, 169, 13, a4, 011111
massive, m49, t60, w2, 57154, 9926, 45520, 1.533333, 169, 13, a3, 111111
massive, m49, t60, w2, 46898, 9922, 34573, 0.959184, 169, 13, a5, 110000
factorial, m31, t100, w2, 27569, 252, 25510, 0.967742, 403, 18, a5, 001001
genPassword, m49, t100, w2, 11570, 343, 6945, 1.108108, 398, 63, a2, 111100
primes, m68, t100, w2, 22514, 564, 11467, 0.750000, 398, 30, a2, 000000
genPassword, m49, t100, w2, 8271, 354, 5417, 0.810811, 398, 63, a5, 111110
add, m12, t100, w2, 1471, 284, 323, 1.100000, 583, 13, a4, 110100
primes, m68, t100, w2, 23484, 466, 18393, 1.342105, 398, 30, a4, 001110
add, m12, t100, w2, 1126, 351, 319, 0.900000, 583, 13, a5, 101110
anagram, m60, t100, w2, 10403, 315, 7766, 1.625000, 1370, 37, a3, 111110
genPassword, m49, t100, w2, 8192, 299, 5547, 0.789474, 398, 63, a5, 011111
primes, m68, t100, w2, 19108, 566, 13148, 1.342105, 398, 30, a2, 011111
gcd, m65, t150, w2, 26619, 570, 21484, 1.041667, 1495, 19, a2, 001101
genPassword, m49, t100, w2, 8524, 437, 5614, 0.789474, 398, 63, a5, 100111
primes, m68, t100, w2, 33157, 499, 27524, 1.342105, 398, 30, a4, 001111
primes, m68, t100, w2, 17396, 839, 12465, 1.342105, 398, 30, a2, 110111
add, m12, t100, w2, 1257, 232, 226, 0.916667, 583, 13, a4, 000000
primes, m68, t100, w2, 41203, 492, 29857, 0.750000, 398, 30, a4, 000000
anagram, m60, t100, w2, 11584, 292, 7623, 0.866667, 1370, 37, a3, 101001
genPassword, m49, t100, w2, 9802, 385, 6982, 1.078947, 398, 63, a3, 010111
gcd, m65, t150, w2, 27121, 621, 22119, 0.769231, 1495, 19, a4, 100000
anagram, m60, t100, w2, 10237, 329, 7689, 1.575758, 1370, 37, a4, 111111
primes, m68, t100, w2, 11076, 908, 5049, 0.864865, 398, 30, a5, 101110
add, m12, t100, w2, 1364, 271, 368, 0.916667, 583, 13, a2, 100000
gcd, m65, t150, w2, 17938, 759, 12555, 0.812500, 1495, 19, a5, 100101
primes, m68, t100, w2, 24826, 387, 12944, 1.378378, 398, 30, a2, 011100
gcd, m65, t150, w2, 25054, 695, 21472, 1.063830, 1495, 19, a4, 010110
genPassword, m49, t100, w2, 9450, 273, 6704, 1.108108, 398, 63, a4, 001110
add, m12, t100, w2, 1165, 297, 390, 1.100000, 583, 13, a4, 101111
genPassword, m49, t100, w2, 9234, 351, 6371, 1.108108, 398, 63, a4, 011110
factorial, m31, t100, w2, 12581, 311, 10454, 0.956522, 403, 18, a5, 110101
anagram, m60, t100, w2, 9943, 266, 7772, 0.866667, 1370, 37, a4, 010011
primes, m68, t100, w2, 24495, 527, 12687, 1.342105, 398, 30, a2, 010101
gcd, m65, t150, w2, 25830, 713, 21068, 0.769231, 1495, 19, a3, 000000
genPassword, m49, t100, w2, 8163, 324, 5339, 0.810811, 398, 63, a5, 001110
massive, m49, t60, w2, 56509, 9701, 45296, 0.959184, 169, 13, a5, 001011
primes, m68, t100, w2, 36286, 443, 31153, 0.750000, 398, 30, a4, 010010
add, m12, t100, w2, 1318, 263, 299, 0.916667, 583, 13, a3, 001000
factorial, m31, t100, w2, 26915, 326, 25491, 1.363636, 403, 18, a2, 110110
add, m12, t100, w2, 1344, 278, 318, 0.916667, 583, 13, a3, 010000
gcd, m65, t150, w2, 24659, 769, 21456, 0.769231, 1495, 19, a3, 111011
massive, m49, t60, w2, 63158, 9838, 50661, 1.205128, 169, 13, a4, 100100
massive, m49, t60, w2, 58878, 10446, 45589, 1.533333, 169, 13, a2, 100101
genPassword, m49, t100, w2, 9593, 279, 6927, 1.078947, 398, 63, a4, 001111
file name, mutants, tests, cores, total time, original time, mutants time, mutation score, TS size, lines, algorithm, optimizations
add, m12, t100, w8, 1093, 238, 215, 1.100000, 583, 13, a3, 010101
add, m12, t100, w2, 1382, 317, 357, 0.900000, 583, 13, a5, 100101
add, m12, t100, w2, 1107, 325, 350, 1.100000, 583, 13, a3, 010111
add, m12, t100, w4, 1142, 94, 302, 0.900000, 583, 13, a5, 101100
add, m12, t100, w2, 1082, 319, 356, 1.100000, 583, 13, a3, 011110
add, m12, t100, w4, 631, 99, 301, 0.916667, 583, 13, a5, 111010
add, m12, t100, w8, 840, 42, 66, 1.100000, 583, 13, a4, 110100
add, m12, t100, w2, 1400, 308, 362, 1.100000, 583, 13, a3, 110101
add, m12, t100, w2, 1061, 321, 345, 1.100000, 583, 13, a2, 001110
add, m12, t100, w8, 1151, 260, 238, 0.916667, 583, 13, a3, 011000
add, m12, t100, w8, 994, 250, 67, 1.100000, 583, 13, a4, 000101
add, m12, t100, w2, 1346, 321, 356, 0.916667, 583, 13, a3, 100000
add, m12, t100, w2, 1067, 318, 401, 0.916667, 583, 13, a3, 100010
add, m12, t100, w2, 1345, 313, 361, 0.916667, 583, 13, a3, 001000
add, m12, t100, w4, 695, 97, 304, 0.900000, 583, 13, a5, 111110
add, m12, t100, w8, 786, 266, 251, 0.900000, 583, 13, a5, 001110
add, m12, t100, w2, 1079, 309, 437, 0.916667, 583, 13, a5, 101010
add, m12, t100, w8, 1115, 240, 225, 0.900000, 583, 13, a5, 001101
add, m12, t100, w2, 1066, 313, 428, 0.916667, 583, 13, a5, 100011
add, m12, t100, w2, 1075, 312, 362, 1.100000, 583, 13, a4, 010110
add, m12, t100, w2, 1078, 322, 415, 0.916667, 583, 13, a5, 011011
add, m12, t100, w4, 956, 97, 113, 1.100000, 583, 13, a4, 101100
add, m12, t100, w8, 342, 44, 65, 0.916667, 583, 13, a4, 100011
add, m12, t100, w4, 877, 288, 293, 1.100000, 583, 13, a3, 011110
add, m12, t100, w4, 887, 100, 107, 1.100000, 583, 13, a4, 111101
add, m12, t100, w8, 601, 298, 70, 0.916667, 583, 13, a4, 010010
add, m12, t100, w8, 544, 238, 65, 1.100000, 583, 13, a4, 010111
add, m12, t100, w8, 1126, 237, 244, 0.916667, 583, 13, a5, 011001
add, m12, t100, w8, 517, 226, 58, 0.916667, 583, 13, a4, 011010
add, m12, t100, w2, 1092, 318, 361, 1.100000, 583, 13, a2, 100111
add, m12, t100, w4, 1064, 95, 301, 0.916667, 583, 13, a5, 111000
add, m12, t100, w8, 527, 43, 227, 1.100000, 583, 13, a2, 100111
add, m12, t100, w8, 575, 222, 65, 1.100000, 583, 13, a4, 000110
add, m12, t100, w8, 524, 40, 241, 1.100000, 583, 13, a3, 100111
add, m12, t100, w4, 639, 96, 293, 0.900000, 583, 13, a5, 110111
add, m12, t100, w2, 1099, 316, 350, 1.100000, 583, 13, a2, 001111
add, m12, t100, w4, 932, 313, 310, 1.100000, 583, 13, a3, 001110
add, m12, t100, w8, 762, 290, 252, 0.916667, 583, 13, a3, 000011
add, m12, t100, w8, 790, 39, 67, 1.100000, 583, 13, a4, 100100
add, m12, t100, w2, 1312, 314, 358, 0.916667, 583, 13, a3, 010001
add, m12, t100, w4, 678, 277, 109, 1.100000, 583, 13, a4, 011110
add, m12, t100, w8, 1091, 238, 223, 0.900000, 583, 13, a5, 000101
add, m12, t100, w4, 1012, 90, 262, 1.100000, 583, 13, a2, 101101
add, m12, t100, w8, 963, 49, 232, 0.900000, 583, 13, a5, 101101
add, m12, t100, w8, 743, 43, 49, 1.100000, 583, 13, a4, 111101
add, m12, t100, w4, 914, 300, 314, 0.900000, 583, 13, a5, 001110
add, m12, t100, w4, 906, 286, 314, 1.100000, 583, 13, a2, 010110
add, m12, t100, w2, 1084, 332, 420, 0.916667, 583, 13, a5, 001010
add, m12, t100, w8, 954, 45, 245, 0.900000, 583, 13, a5, 110101
add, m12, t100, w8, 501, 38, 254, 0.916667, 583, 13, a5, 100011
add, m12, t100, w8, 940, 36, 248, 0.916667, 583, 13, a3, 100000
add, m12, t100, w4, 1058, 95, 314, 0.916667, 583, 13, a3, 110001
add, m12, t100, w2, 1403, 324, 358, 0.900000, 583, 13, a5, 010101
add, m12, t100, w2, 1113, 327, 361, 1.100000, 583, 13, a3, 100111
add, m12, t100, w2, 1119, 332, 348, 1.100000, 583, 13, a3, 110111
add, m12, t100, w4, 855, 305, 316, 0.916667, 583, 13, a5, 000010
add, m12, t100, w2, 1081, 315, 427, 0.916667, 583, 13, a3, 000010
add, m12, t100, w2, 1381, 314, 373, 1.100000, 583, 13, a4, 011101
add, m12, t100, w2, 1084, 329, 433, 0.916667, 583, 13, a4, 011011
add, m12, t100, w8, 967, 39, 223, 0.900000, 583, 13, a5, 100100
add, m12, t100, w2, 1059, 318, 418, 0.916667, 583, 13, a2, 000010
add, m12, t100, w8, 694, 240, 212, 0.916667, 583, 13, a2, 010011
add, m12, t100, w4, 1124, 95, 299, 1.100000, 583, 13, a2, 111100
add, m12, t100, w2, 1072, 325, 412, 0.916667, 583, 13, a3, 111011
add, m12, t100, w8, 1121, 265, 220, 0.916667, 583, 13, a5, 000001
add, m12, t100, w8, 1128, 266, 229, 0.900000, 583, 13, a5, 011101
add, m12, t100, w2, 1080, 320, 427, 0.916667, 583, 13, a3, 011010
add, m12, t100, w4, 858, 302, 300, 1.100000, 583, 13, a3, 000111
add, m12, t100, w8, 779, 249, 249, 1.100000, 583, 13, a2, 001110
add, m12, t100, w4, 1071, 292, 131, 0.916667, 583, 13, a4, 000001
add, m12, t100, w4, 879, 300, 313, 1.100000, 583, 13, a2, 001111
add, m12, t100, w8, 747, 264, 244, 1.100000, 583, 13, a3, 001111
add, m12, t100, w8, 697, 256, 217, 0.916667, 583, 13, a5, 010010
add, m12, t100, w2, 1364, 317, 367, 0.916667, 583, 13, a4, 100001
add, m12, t100, w8, 487, 38, 236, 0.916667, 583, 13, a5, 111011
add, m12, t100, w2, 1053, 320, 425, 0.916667, 583, 13, a2, 001011
add, m12, t100, w2, 1385, 318, 353, 1.100000, 583, 13, a2, 010101
add, m12, t100, w4, 893, 97, 112, 1.100000, 583, 13, a4, 101101
add, m12, t100, w8, 509, 40, 250, 0.916667, 583, 13, a5, 111010
add, m12, t100, w2, 1074, 323, 346, 1.100000, 583, 13, a3, 000111
add, m12, t100, w2, 1062, 312, 351, 0.900000, 583, 13, a5, 011110
add, m12, t100, w2, 1085, 333, 420, 0.916667, 583, 13, a3, 110011
add, m12, t100, w4, 1113, 310, 130, 1.100000, 583, 13, a4, 010101
add, m12, t100, w2, 1341, 324, 344, 0.916667, 583, 13, a4, 111001
add, m12, t100, w8, 780, 49, 70, 1.100000, 583, 13, a4, 100101
add, m12, t100, w2, 1345, 320, 359, 0.916667, 583, 13, a4, 001001
add, m12, t100, w2, 1103, 316, 363, 1.100000, 583, 13, a4, 010111
add, m12, t100, w4, 667, 99, 302, 1.100000, 583, 13, a3, 111111
add, m12, t100, w2, 1122, 347, 324, 1.100000, 583, 13, a2, 101111
add, m12, t100, w4, 1073, 293, 107, 0.916667, 583, 13, a4, 011001
add, m12, t100, w4, 653, 300, 130, 0.916667, 583, 13, a4, 000011
add, m12, t100, w8, 317, 38, 60, 0.916667, 583, 13, a4, 111010
add, m12, t100, w8, 680, 237, 213, 0.916667, 583, 13, a3, 010010
add, m12, t100, w2, 1090, 325, 363, 1.100000, 583, 13, a3, 100110
add, m12, t100, w4, 663, 98, 329, 0.916667, 583, 13, a2, 101010
add, m12, t100, w4, 434, 94, 114, 0.916667, 583, 13, a4, 101010
add, m12, t100, w4, 1332, 293, 318, 1.100000, 583, 13, a2, 010100
add, m12, t100, w8, 592, 44, 251, 0.900000, 583, 13, a5, 110110
add, m12, t100, w8, 532, 43, 240, 1.100000, 583, 13, a3, 110111
add, m12, t100, w2, 1071, 319, 357, 1.100000, 583, 13, a3, 000110
add, m12, t100, w8, 1097, 237, 209, 1.100000, 583, 13, a2, 010101
add, m12, t100, w8, 911, 227, 58, 0.916667, 583, 13, a4, 001000
add, m12, t100, w8, 550, 40, 257, 0.900000, 583, 13, a5, 111111
add, m12, t100, w8, 517, 246, 56, 0.916667, 583, 13, a4, 001010
add, m12, t100, w4, 1338, 297, 303, 1.100000, 583, 13, a3, 001100
add, m12, t100, w8, 985, 43, 240, 1.100000, 583, 13, a2, 101100
add, m12, t100, w8, 1130, 268, 234, 0.916667, 583, 13, a2, 010001
add, m12, t100, w2, 1052, 313, 432, 0.916667, 583, 13, a2, 010011
add, m12, t100, w4, 1102, 99, 306, 1.100000, 583, 13, a2, 100101
add, m12, t100, w4, 832, 296, 293, 0.916667, 583, 13, a2, 011011
add, m12, t100, w2, 1410, 321, 366, 1.100000, 583, 13, a4, 001100
add, m12, t100, w8, 902, 41, 220, 0.916667, 583, 13, a3, 100001
add, m12, t100, w2, 1078, 324, 413, 0.916667, 583, 13, a4, 100011
add, m12, t100, w4, 1145, 285, 114, 1.100000, 583, 13, a4, 001100
add, m12, t100, w8, 1089, 237, 233, 1.100000, 583, 13, a2, 000101
add, m12, t100, w2, 1416, 318, 363, 1.100000, 583, 13, a4, 100100
add, m12, t100, w8, 1172, 250, 241, 1.100000, 583, 13, a3, 010100
add, m12, t100, w2, 1355, 329, 350, 0.916667, 583, 13, a2, 000000
add, m12, t100, w4, 1230, 299, 285, 0.916667, 583, 13, a2, 000001
add, m12, t100, w8, 1124, 275, 227, 0.916667, 583, 13, a3, 001000
add, m12, t100, w8, 1172, 231, 242, 1.100000, 583, 13, a3, 011100
add, m12, t100, w4, 1146, 298, 133, 1.100000, 583, 13, a4, 000100
add, m12, t100, w2, 1082, 318, 364, 0.900000, 583, 13, a5, 110110
add, m12, t100, w4, 1097, 96, 320, 0.916667, 583, 13, a5, 100001
add, m12, t100, w8, 1159, 242, 235, 0.900000, 583, 13, a5, 001100
add, m12, t100, w2, 1037, 304, 411, 0.916667, 583, 13, a4, 101011
add, m12, t100, w4, 832, 285, 301, 1.100000, 583, 13, a3, 001111
add, m12, t100, w2, 1336, 316, 362, 0.916667, 583, 13, a4, 010001
add, m12, t100, w8, 1236, 263, 271, 1.100000, 583, 13, a2, 011100
add, m12, t100, w4, 1101, 98, 305, 1.100000, 583, 13, a3, 100101
add, m12, t100, w8, 906, 233, 50, 1.100000, 583, 13, a4, 011101
add, m12, t100, w4, 709, 98, 325, 1.100000, 583, 13, a2, 111110
add, m12, t100, w4, 1337, 288, 315, 1.100000, 583, 13, a2, 000100
add, m12, t100, w2, 1088, 317, 347, 1.100000, 583, 13, a4, 001111
add, m12, t100, w2, 1366, 320, 352, 1.100000, 583, 13, a3, 001101
add, m12, t100, w4, 832, 297, 301, 0.900000, 583, 13, a5, 001111
add, m12, t100, w2, 1339, 320, 366, 0.916667, 583, 13, a4, 110001
add, m12, t100, w2, 1341, 320, 355, 0.916667, 583, 13, a2, 111000
add, m12, t100, w2, 1080, 327, 419, 0.916667, 583, 13, a2, 101011
add, m12, t100, w2, 1089, 328, 353, 1.100000, 583, 13, a4, 100111
add, m12, t100, w2, 1083, 331, 422, 0.916667, 583, 13, a2, 100010
add, m12, t100, w8, 807, 68, 60, 0.916667, 583, 13, a4, 111000
add, m12, t100, w2, 1386, 319, 361, 1.100000, 583, 13, a4, 100101
add, m12, t100, w4, 1081, 93, 310, 0.916667, 583, 13, a5, 110001
add, m12, t100, w2, 1438, 330, 358, 1.100000, 583, 13, a3, 110100
add, m12, t100, w2, 1446, 324, 363, 1.100000, 583, 13, a3, 000100
add, m12, t100, w8, 957, 42, 263, 0.916667, 583, 13, a5, 111000
add, m12, t100, w2, 1346, 321, 356, 0.916667, 583, 13, a5, 111001
add, m12, t100, w4, 839, 288, 315, 1.100000, 583, 13, a3, 010111
add, m12, t100, w4, 873, 92, 107, 0.916667, 583, 13, a4, 111000
add, m12, t100, w2, 1114, 330, 364, 1.100000, 583, 13, a4, 011111
add, m12, t100, w8, 954, 251, 66, 0.916667, 583, 13, a4, 010000
add, m12, t100, w2, 1371, 331, 350, 0.916667, 583, 13, a2, 101000
add, m12, t100, w4, 1123, 97, 298, 1.100000, 583, 13, a3, 100100
add, m12, t100, w4, 1077, 98, 299, 0.900000, 583, 13, a5, 110101
add, m12, t100, w2, 1344, 325, 353, 0.916667, 583, 13, a4, 101000
add, m12, t100, w8, 741, 258, 244, 0.916667, 583, 13, a2, 000011
add, m12, t100, w4, 654, 96, 306, 1.100000, 583, 13, a2, 111111
add, m12, t100, w4, 864, 308, 323, 0.916667, 583, 13, a5, 010010
add, m12, t100, w8, 456, 78, 76, 0.916667, 583, 13, a4, 110011
add, m12, t100, w8, 1219, 254, 266, 1.100000, 583, 13, a2, 000100
add, m12, t100, w4, 1131, 98, 300, 0.900000, 583, 13, a5, 111100
add, m12, t100, w4, 1076, 293, 131, 0.916667, 583, 13, a4, 010001
add, m12, t100, w2, 1396, 321, 352, 1.100000, 583, 13, a2, 110101
add, m12, t100, w4, 829, 283, 319, 0.916667, 583, 13, a5, 000011
add, m12, t100, w8, 944, 42, 241, 0.900000, 583, 13, a5, 111101
add, m12, t100, w8, 1105, 254, 219, 0.916667, 583, 13, a5, 001000
add, m12, t100, w4, 717, 101, 305, 1.100000, 583, 13, a3, 100110
add, m12, t100, w8, 751, 267, 235, 1.100000, 583, 13, a2, 010111
add, m12, t100, w8, 964, 262, 68, 0.916667, 583, 13, a4, 010001
add, m12, t100, w8, 495, 41, 216, 0.916667, 583, 13, a5, 101011
