file name, mutants, tests, cores, compilation time, original time, mutants time, total time, time per mutant, mutation score, ts size, lines, algorithm, optimizations
squareMatrix, m182, t50, w8, 4689, 22, 10341, 15874, 56.8187, 1.0, 903, 72, a2, 110110
huffmanCoding, m314, t50, w2, 26642, 164, 72481, 100415, 230.8312, 0.9013, 1874, 318, a5, 001111
genPassword, m49, t100, w4, 2960, 291, 2068, 5383, 42.2041, 0.8367, 398, 63, a5, 000001
huffmanCoding, m314, t50, w8, 18722, 151, 18165, 37217, 57.8503, 0.9013, 1874, 318, a4, 011010
parg, m2509, t52, w2, 436509, 167, 8429, 459299, 3.3595, 1.0, 418, 2518, a4, 000110
massive, m49, t60, w2, 968, 109174, 341417, 451612, 6967.6939, 0.9388, 169, 13, a3, 000010
longestIncrease, m114, t50, w2, 9885, 9561, 131988, 151873, 1157.7895, 0.9196, 1946, 70, a3, 111101
longestIncrease, m114, t50, w8, 3185, 10501, 24311, 38348, 213.2544, 0.9196, 1946, 70, a2, 011111
huffmanCodingEff, m199, t50, w8, 10524, 23, 6030, 17394, 30.3015, 0.849, 1874, 239, a2, 100111
quickSort, m127, t50, w4, 4508, 48, 27887, 32785, 219.5827, 0.9603, 1900, 56, a2, 111111
huffmanCoding, m314, t50, w8, 59155, 18, 15294, 74774, 48.707, 0.9279, 1874, 318, a3, 111101
massive, m49, t60, w4, 643, 114343, 124365, 239400, 2538.0612, 0.9388, 169, 13, a2, 001011
maxArrSumNeg, m112, t50, w8, 2697, 20, 13490, 16287, 120.4464, 0.9107, 1910, 63, a5, 111011
huffmanCodingEff, m199, t50, w4, 9953, 149, 13902, 24168, 69.8593, 0.8191, 1874, 239, a2, 010011
transpose, m149, t50, w2, 11927, 158, 61984, 75009, 416, 0.8993, 903, 40, a4, 011100
massive, m49, t60, w4, 1861, 38273, 122629, 163084, 2502.6327, 0.9388, 169, 13, a4, 101100
squareMatrix, m182, t50, w4, 4658, 47, 22982, 27773, 126.2747, 1.0, 903, 72, a5, 110010
parg, m2509, t52, w8, 548159, 150, 807, 560514, 0.3216, 1.0, 418, 2518, a5, 001100
bubbleSort, m113, t50, w2, 3688, 163, 216866, 220791, 1919.1681, 0.8938, 1900, 41, a4, 100010
factorial, m31, t100, w8, 521, 42, 5261, 5878, 169.7097, 0.9677, 403, 18, a5, 101011
minProd, m181, t50, w4, 13117, 51, 10279, 24506, 56.7901, 0.8659, 1946, 72, a4, 110100
selectSort, m92, t50, w4, 2028, 52, 17529, 19680, 190.5326, 0.8804, 1900, 45, a5, 100010
longestIncrease, m114, t50, w2, 4882, 9632, 102317, 117418, 897.5175, 0.8889, 1946, 70, a5, 110111
primes, m68, t100, w4, 3568, 99, 2543, 6345, 37.3971, 0.8793, 398, 30, a2, 111101
add, m12, t100, w2, 292, 318, 401, 1067, 33.4167, 0.9167, 583, 13, a3, 100010
squareMatrix, m182, t50, w4, 15056, 144, 23498, 38978, 129.1099, 1.0, 903, 72, a2, 001101
transpose, m149, t50, w4, 3777, 52, 20890, 24818, 140.2013, 0.8993, 903, 40, a5, 101011
quickSort, m127, t50, w2, 6795, 161, 86926, 93992, 684.4567, 0.9528, 1900, 56, a4, 101010
bubbleSort, m113, t50, w2, 7332, 161, 228197, 235762, 2019.4425, 0.8938, 1900, 41, a2, 000001
squareMatrix, m182, t50, w8, 4798, 21, 15215, 20112, 83.5989, 1.0, 903, 72, a4, 101010
huffmanCodingEff, m199, t50, w8, 31486, 134, 6036, 37813, 30.3317, 0.8191, 1874, 239, a5, 011000
squareMatrix, m182, t50, w2, 7192, 153, 69285, 76710, 380.6868, 1.0, 903, 72, a4, 010010
mergeSort, m226, t50, w8, 7322, 107, 10576, 19077, 46.7965, 0.9336, 1900, 129, a2, 000110
massive, m49, t60, w4, 664, 38476, 125122, 164310, 2553.5102, 0.9388, 169, 13, a2, 110010
add, m12, t100, w2, 612, 313, 361, 1345, 30.0833, 0.9167, 583, 13, a3, 001000
parg, m2509, t52, w8, 432284, 21, 271, 434326, 0.108, 1.0, 418, 2518, a5, 101111
parg, m2509, t52, w2, 515993, 173, 8569, 541839, 3.4153, 1.0, 418, 2518, a5, 101100
parg, m2509, t52, w2, 430813, 174, 8764, 456819, 3.493, 1.0, 418, 2518, a2, 101110
mergeSort, m226, t50, w4, 20816, 131, 16849, 38137, 74.5531, 0.908, 1900, 129, a5, 001101
massive, m49, t60, w4, 1890, 38336, 124351, 164688, 2537.7755, 0.9388, 169, 13, a2, 101101
insertSort, m108, t50, w8, 7154, 19, 20010, 27633, 185.2778, 0.9444, 1900, 40, a4, 101100
dictionaryOrder, m71, t100, w4, 3780, 96, 11637, 15582, 163.9014, 0.8873, 8248, 32, a3, 101000
genPassword, m49, t100, w4, 3021, 99, 2035, 5516, 41.5306, 0.8367, 398, 63, a3, 100100
minProd, m181, t50, w8, 13170, 21, 5961, 19944, 32.9337, 0.812, 1946, 72, a5, 111100
anagram, m60, t100, w4, 3208, 287, 5002, 8560, 83.3667, 0.8667, 1370, 37, a3, 011000
dictionaryOrder, m71, t100, w4, 1174, 95, 11787, 13127, 166.0141, 0.8873, 8248, 32, a2, 100010
anagram, m60, t100, w2, 1605, 325, 8097, 10323, 134.95, 0.9286, 1370, 37, a3, 111111
minProd, m181, t50, w8, 4420, 128, 5036, 9659, 27.8232, 0.7845, 1946, 72, a3, 001011
add, m12, t100, w4, 162, 97, 304, 695, 25.3333, 0.9, 583, 13, a5, 111110
transpose, m149, t50, w2, 5796, 159, 62031, 68796, 416.3154, 0.8993, 903, 40, a4, 101111
mergeSort, m226, t50, w2, 10680, 164, 68468, 79400, 302.9558, 0.9336, 1900, 129, a5, 001011
huffmanCodingEff, m199, t50, w2, 14861, 159, 32867, 49399, 165.1608, 0.8092, 1874, 239, a5, 010110
huffmanCoding, m314, t50, w8, 58209, 143, 19235, 77773, 61.258, 0.9013, 1874, 318, a5, 000001
anagram, m60, t100, w4, 3211, 101, 5003, 8723, 83.3833, 0.9286, 1370, 37, a3, 110100
factorial, m31, t100, w4, 1609, 297, 10591, 12557, 341.6452, 0.9677, 403, 18, a5, 001001
maxArrSumNeg, m112, t50, w2, 3841, 159, 66528, 70603, 594, 0.9107, 1910, 63, a5, 000011
genPassword, m49, t100, w8, 2908, 286, 947, 4204, 19.3265, 0.8367, 398, 63, a2, 000001
massive, m49, t60, w8, 610, 19173, 114848, 134707, 2343.8367, 0.9388, 169, 13, a2, 110111
squareMatrix, m182, t50, w8, 4801, 140, 10363, 15388, 56.9396, 1.0, 903, 72, a2, 011011
massive, m49, t60, w4, 650, 38251, 124404, 163359, 2538.8571, 0.9388, 169, 13, a2, 110011
massive, m49, t60, w2, 956, 111758, 343985, 456749, 7020.102, 0.9388, 169, 13, a2, 100011
anagram, m60, t100, w4, 3237, 105, 5002, 8403, 83.3667, 0.8667, 1370, 37, a3, 111001
huffmanCodingEff, m199, t50, w8, 31852, 148, 10202, 42450, 51.2663, 0.8027, 1874, 239, a5, 011101
factorial, m31, t100, w2, 784, 325, 19546, 20716, 630.5161, 0.9677, 403, 18, a2, 110011
factorial, m31, t100, w8, 1455, 274, 5080, 7004, 163.871, 0.9677, 403, 18, a2, 011100
bubbleSort, m113, t50, w8, 7261, 138, 70756, 78729, 626.1593, 0.8767, 1900, 41, a5, 011100
massive, m49, t60, w4, 651, 38257, 124490, 163450, 2540.6122, 0.9388, 169, 13, a2, 101011
mergeSort, m226, t50, w4, 20381, 144, 67101, 87722, 296.9071, 0.9336, 1900, 129, a4, 000000
quickSort, m127, t50, w2, 6804, 163, 86863, 94325, 683.9606, 0.9603, 1900, 56, a2, 100111
bubbleSort, m113, t50, w8, 2471, 144, 60777, 63465, 537.8496, 0.8938, 1900, 41, a4, 010010
genPassword, m49, t100, w2, 3001, 312, 5532, 8908, 112.898, 0.8367, 398, 63, a3, 011000
transpose, m149, t50, w4, 3780, 159, 20854, 24875, 139.9597, 0.8993, 903, 40, a4, 001011
insertSort, m108, t50, w8, 7151, 149, 6323, 13751, 58.5463, 0.9444, 1900, 40, a3, 011101
parg, m2509, t52, w2, 514380, 174, 8763, 540447, 3.4926, 1.0, 418, 2518, a3, 101100
mergeSort, m226, t50, w8, 20967, 19, 10532, 31629, 46.6018, 0.9336, 1900, 129, a3, 110000
quickSort, m127, t50, w2, 6845, 163, 86868, 94364, 684, 0.9603, 1900, 56, a3, 011111
squareMatrix, m182, t50, w4, 14232, 150, 23079, 37727, 126.8077, 1.0, 903, 72, a2, 000101
genPassword, m49, t100, w8, 991, 39, 1828, 2961, 37.3061, 0.8367, 398, 63, a4, 111111
factorial, m31, t100, w2, 1551, 312, 19610, 21644, 632.5806, 0.9677, 403, 18, a2, 010101
transpose, m149, t50, w4, 3822, 148, 16882, 21330, 113.302, 0.8679, 903, 40, a5, 010111
quickSort, m127, t50, w2, 13352, 164, 81967, 96342, 645.4094, 0.9603, 1900, 56, a3, 001100
bubbleSort, m113, t50, w2, 3693, 166, 219046, 222977, 1938.4602, 0.8938, 1900, 41, a5, 101010
massive, m49, t60, w4, 691, 114313, 122681, 238010, 2503.6939, 0.9388, 169, 13, a4, 001110
squareMatrix, m182, t50, w2, 14317, 163, 68814, 83369, 378.0989, 1.0, 903, 72, a4, 000000
massive, m49, t60, w4, 655, 114494, 129629, 245105, 2645.4898, 0.9231, 169, 13, a5, 000110
insertSort, m108, t50, w4, 7242, 51, 12334, 19701, 114.2037, 0.9444, 1900, 40, a2, 111000
parg, m2509, t52, w8, 548298, 20, 6151, 566033, 2.4516, 1.0, 418, 2518, a4, 100100
squareMatrix, m182, t50, w4, 14445, 148, 23192, 38066, 127.4286, 1.0, 903, 72, a3, 000101
primes, m68, t100, w8, 1091, 273, 872, 2343, 12.8235, 0.8793, 398, 30, a3, 011111
primes, m68, t100, w4, 3521, 294, 2424, 6689, 35.6471, 0.75, 398, 30, a4, 011100
huffmanCoding, m314, t50, w8, 57818, 19, 15847, 73986, 50.4682, 0.9013, 1874, 318, a5, 101101
longestIncrease, m114, t50, w8, 3300, 10427, 25300, 39129, 221.9298, 0.9035, 1946, 70, a3, 000011
primes, m68, t100, w8, 3300, 38, 900, 4303, 13.2353, 0.75, 398, 30, a5, 100001
maxArrSumNeg, m112, t50, w2, 3869, 161, 66126, 70572, 590.4107, 0.9358, 1910, 63, a3, 111111
huffmanCodingEff, m199, t50, w2, 14829, 162, 40502, 56746, 203.5276, 0.849, 1874, 239, a2, 010110
insertSort, m108, t50, w4, 7211, 148, 12496, 19928, 115.7037, 0.9444, 1900, 40, a4, 001001
minProd, m181, t50, w2, 6691, 161, 11021, 18952, 60.8895, 0.812, 1946, 72, a5, 101110
add, m12, t100, w8, 161, 266, 251, 786, 20.9167, 0.9, 583, 13, a5, 001110
longestIncrease, m114, t50, w2, 9840, 9786, 135334, 155053, 1187.1404, 0.9035, 1946, 70, a3, 100000
huffmanCodingEff, m199, t50, w4, 29372, 165, 13686, 43578, 68.7739, 0.849, 1874, 239, a3, 010101
maxArrSumNeg, m112, t50, w8, 7692, 21, 10125, 18342, 90.4018, 0.9358, 1910, 63, a3, 101100
quickSort, m127, t50, w8, 4696, 22, 82677, 87975, 651, 0.9603, 1900, 56, a4, 110110
selectSort, m92, t50, w2, 3081, 161, 40214, 43527, 437.1087, 0.8804, 1900, 45, a3, 101010
genPassword, m49, t100, w4, 2991, 95, 3735, 7197, 76.2245, 0.8367, 398, 63, a4, 110100
insertSort, m108, t50, w4, 7222, 157, 36595, 44050, 338.8426, 0.9444, 1900, 40, a4, 000000
maxArrSumNeg, m112, t50, w8, 2659, 145, 47842, 50785, 427.1607, 0.9358, 1910, 63, a4, 010111
maxArrSumNeg, m112, t50, w8, 7360, 20, 15010, 22463, 134.0179, 0.9107, 1910, 63, a4, 101000
minProd, m181, t50, w8, 4484, 143, 5033, 9933, 27.8066, 0.8606, 1946, 72, a3, 001111
bubbleSort, m113, t50, w2, 7506, 165, 219278, 227020, 1940.5133, 0.8938, 1900, 41, a4, 111000
parg, m2509, t52, w4, 425848, 170, 2589, 429217, 1.0319, 1.0, 418, 2518, a4, 001010
factorial, m31, t100, w2, 768, 317, 7581, 8878, 244.5484, 0.9565, 403, 18, a5, 101111
bubbleSort, m113, t50, w8, 7019, 144, 74178, 81413, 656.4425, 0.8938, 1900, 41, a2, 001000
massive, m49, t60, w8, 636, 19150, 114191, 134227, 2330.4286, 0.9388, 169, 13, a3, 111110
parg, m2509, t52, w8, 443978, 106, 816, 445502, 0.3252, 1.0, 418, 2518, a3, 010010
bubbleSort, m113, t50, w8, 2472, 138, 59823, 62509, 529.4071, 0.8938, 1900, 41, a4, 000011
huffmanCoding, m314, t50, w2, 51646, 164, 101169, 154077, 322.1943, 0.9279, 1874, 318, a3, 111101
minProd, m181, t50, w2, 13068, 162, 15781, 29085, 87.1878, 0.7845, 1946, 72, a2, 000001
factorial, m31, t100, w4, 1590, 102, 19251, 21007, 621, 0.9677, 403, 18, a4, 110000
minProd, m181, t50, w8, 13019, 153, 5030, 18276, 27.7901, 0.7845, 1946, 72, a2, 001001
bubbleSort, m113, t50, w4, 7340, 50, 141367, 148979, 1251.0354, 0.8938, 1900, 41, a4, 101101
anagram, m60, t100, w4, 3212, 299, 6451, 10021, 107.5167, 0.8667, 1370, 37, a5, 000000
insertSort, m108, t50, w8, 6961, 22, 6356, 13414, 58.8519, 0.9444, 1900, 40, a3, 111000
add, m12, t100, w2, 275, 309, 437, 1079, 36.4167, 0.9167, 583, 13, a5, 101010
genPassword, m49, t100, w2, 2996, 318, 5621, 8999, 114.7143, 0.8367, 398, 63, a5, 101001
huffmanCoding, m314, t50, w8, 58885, 148, 17267, 77732, 54.9904, 0.9027, 1874, 318, a5, 010100
bubbleSort, m113, t50, w2, 3667, 167, 214636, 218542, 1899.4336, 0.8938, 1900, 41, a3, 011010
huffmanCodingEff, m199, t50, w4, 10124, 48, 14008, 24343, 70.392, 0.8191, 1874, 239, a3, 101011
parg, m2509, t52, w4, 531313, 52, 2799, 550762, 1.1156, 1.0, 418, 2518, a4, 111100
huffmanCoding, m314, t50, w8, 57313, 144, 99655, 158544, 317.3726, 0.9279, 1874, 318, a4, 000100
parg, m2509, t52, w4, 533322, 55, 8323, 542303, 3.3173, 1.0, 418, 2518, a4, 100001
selectSort, m92, t50, w8, 2012, 146, 5915, 8146, 64.2935, 0.8804, 1900, 45, a5, 011010
insertSort, m108, t50, w4, 2357, 53, 12015, 14611, 111.25, 0.92, 1900, 40, a5, 111111
quickSort, m127, t50, w4, 13402, 149, 31001, 44668, 244.1024, 0.9528, 1900, 56, a2, 000001
quickSort, m127, t50, w2, 13310, 161, 86889, 100470, 684.1654, 0.9528, 1900, 56, a3, 101001
genPassword, m49, t100, w4, 3001, 98, 2050, 5211, 41.8367, 0.8367, 398, 63, a5, 101000
insertSort, m108, t50, w8, 7171, 21, 6278, 13547, 58.1296, 0.9444, 1900, 40, a2, 101000
factorial, m31, t100, w8, 1496, 298, 5263, 7117, 169.7742, 0.9677, 403, 18, a5, 010000
primes, m68, t100, w4, 1154, 102, 2560, 3873, 37.6471, 0.75, 398, 30, a3, 110011
longestIncrease, m114, t50, w4, 3175, 10238, 50435, 63944, 442.4123, 0.9035, 1946, 70, a3, 010010
genPassword, m49, t100, w2, 1463, 321, 5545, 7395, 113.1633, 0.8367, 398, 63, a4, 010010
minProd, m181, t50, w8, 13064, 137, 5948, 19302, 32.8619, 0.8103, 1946, 72, a5, 001101
selectSort, m92, t50, w8, 2007, 22, 5891, 8117, 64.0326, 0.9101, 1900, 45, a2, 110111
add, m12, t100, w8, 569, 240, 225, 1115, 18.75, 0.9, 583, 13, a5, 001101
anagram, m60, t100, w4, 3266, 101, 5002, 8429, 83.3667, 0.8667, 1370, 37, a2, 111000
quickSort, m127, t50, w2, 6809, 168, 86999, 94091, 685.0315, 0.9528, 1900, 56, a5, 000010
huffmanCoding, m314, t50, w8, 18531, 139, 19319, 38181, 61.5255, 0.9013, 1874, 318, a5, 000011
add, m12, t100, w2, 269, 313, 428, 1066, 35.6667, 0.9167, 583, 13, a5, 100011
insertSort, m108, t50, w4, 7300, 156, 12340, 19867, 114.2593, 0.9444, 1900, 40, a2, 010000
genPassword, m49, t100, w4, 2921, 295, 2257, 5606, 46.0612, 0.8367, 398, 63, a4, 011101
maxArrSumNeg, m112, t50, w4, 7456, 49, 21473, 29047, 191.7232, 0.9107, 1910, 63, a4, 101000
huffmanCoding, m314, t50, w8, 18762, 140, 99551, 119182, 317.0414, 0.9279, 1874, 318, a4, 000111
quickSort, m127, t50, w8, 14124, 22, 15007, 29265, 118.1654, 0.9528, 1900, 56, a3, 111001
factorial, m31, t100, w4, 497, 98, 7398, 8135, 238.6452, 0.9565, 403, 18, a5, 101111
transpose, m149, t50, w2, 11785, 159, 50179, 63039, 336.7718, 0.8667, 903, 40, a5, 010100
longestIncrease, m114, t50, w2, 4944, 9759, 131073, 146334, 1149.7632, 0.9196, 1946, 70, a2, 100111
anagram, m60, t100, w4, 1030, 312, 6373, 7772, 106.2167, 0.8667, 1370, 37, a5, 011011
parg, m2509, t52, w4, 427013, 55, 8363, 436042, 3.3332, 1.0, 418, 2518, a4, 110011
mergeSort, m226, t50, w2, 19939, 168, 68111, 88311, 301.3761, 0.9336, 1900, 129, a4, 100001
anagram, m60, t100, w8, 996, 41, 5002, 6101, 83.3667, 0.8667, 1370, 37, a5, 111010
selectSort, m92, t50, w2, 6037, 162, 28354, 34894, 308.1957, 0.873, 1900, 45, a5, 110101
transpose, m149, t50, w2, 5818, 160, 62214, 68276, 417.5436, 0.8993, 903, 40, a3, 001010
quickSort, m127, t50, w4, 4456, 150, 32204, 36922, 253.5748, 0.9528, 1900, 56, a4, 011010
huffmanCodingEff, m199, t50, w2, 15136, 159, 40451, 55898, 203.2714, 0.8191, 1874, 239, a2, 110010
insertSort, m108, t50, w2, 3661, 162, 36806, 41002, 340.7963, 0.9444, 1900, 40, a2, 010111
minProd, m181, t50, w2, 13282, 164, 14895, 28947, 82.2928, 0.7845, 1946, 72, a4, 011101
mergeSort, m226, t50, w8, 20718, 21, 25754, 47426, 113.9558, 0.9336, 1900, 129, a4, 101100
massive, m49, t60, w8, 622, 114395, 74798, 189866, 1526.4898, 0.9388, 169, 13, a4, 011010
primes, m68, t100, w8, 1102, 261, 458, 1929, 6.7353, 0.8333, 398, 30, a5, 011111
huffmanCodingEff, m199, t50, w8, 31814, 21, 15007, 47769, 75.4121, 0.8191, 1874, 239, a4, 111100
parg, m2509, t52, w4, 427770, 176, 2564, 431125, 1.0219, 1.0, 418, 2518, a2, 000011
transpose, m149, t50, w8, 3723, 123, 10123, 14600, 67.9396, 0.9054, 903, 40, a2, 010111
anagram, m60, t100, w4, 1057, 98, 5003, 6603, 83.3833, 0.9286, 1370, 37, a2, 111110
maxArrSumNeg, m112, t50, w4, 2737, 50, 62516, 65380, 558.1786, 0.9107, 1910, 63, a4, 100010
mergeSort, m226, t50, w4, 20136, 156, 22752, 43362, 100.6726, 0.9336, 1900, 129, a2, 010101
mergeSort, m226, t50, w8, 7583, 125, 10622, 18655, 47, 0.9336, 1900, 129, a2, 000111
factorial, m31, t100, w4, 525, 102, 15211, 16095, 490.6774, 0.9677, 403, 18, a4, 101110
factorial, m31, t100, w2, 1637, 312, 19569, 21577, 631.2581, 0.9677, 403, 18, a2, 000000
selectSort, m92, t50, w2, 3098, 162, 40350, 43680, 438.587, 0.8804, 1900, 45, a2, 111011
minProd, m181, t50, w4, 4412, 51, 8557, 13337, 47.2762, 0.7845, 1946, 72, a4, 111111
maxArrSumNeg, m112, t50, w4, 2515, 149, 23931, 26802, 213.6696, 0.9358, 1910, 63, a3, 010111
minProd, m181, t50, w4, 4430, 49, 5287, 10825, 29.2099, 0.8659, 1946, 72, a2, 101110
bubbleSort, m113, t50, w4, 7367, 148, 79150, 86736, 700.4425, 0.8938, 1900, 41, a5, 001000
longestIncrease, m114, t50, w4, 3180, 10422, 51084, 64779, 448.1053, 0.9035, 1946, 70, a3, 000011
parg, m2509, t52, w4, 425501, 55, 2569, 428729, 1.0239, 1.0, 418, 2518, a3, 110010
insertSort, m108, t50, w2, 7345, 164, 36855, 44714, 341.25, 0.9444, 1900, 40, a4, 100101
longestIncrease, m114, t50, w4, 10083, 10250, 58769, 79201, 515.5175, 0.9035, 1946, 70, a4, 010001
quickSort, m127, t50, w4, 13218, 146, 32110, 45584, 252.8346, 0.9528, 1900, 56, a4, 001000
mergeSort, m226, t50, w2, 10163, 160, 68312, 78726, 302.2655, 0.9336, 1900, 129, a4, 101010
huffmanCoding, m314, t50, w2, 55978, 157, 102768, 159106, 327.2866, 0.9013, 1874, 318, a2, 100000
insertSort, m108, t50, w8, 7152, 150, 37967, 45352, 351.5463, 0.9444, 1900, 40, a4, 010000
huffmanCodingEff, m199, t50, w2, 14767, 166, 40910, 55997, 205.5779, 0.8191, 1874, 239, a4, 011011
bubbleSort, m113, t50, w4, 7435, 134, 83798, 91438, 741.5752, 0.8938, 1900, 41, a3, 011000
transpose, m149, t50, w8, 12192, 123, 10119, 22521, 67.9128, 0.8993, 903, 40, a2, 000001
mergeSort, m226, t50, w8, 7006, 22, 15557, 22685, 68.8363, 0.9336, 1900, 129, a4, 101011
dictionaryOrder, m71, t100, w8, 3486, 264, 5001, 8868, 70.4366, 0.9265, 8248, 32, a2, 001101
selectSort, m92, t50, w4, 6162, 53, 39224, 45616, 426.3478, 0.9101, 1900, 45, a4, 100101
dictionaryOrder, m71, t100, w4, 3521, 103, 11638, 15330, 163.9155, 0.8873, 8248, 32, a2, 110000
add, m12, t100, w2, 271, 312, 362, 1075, 30.1667, 0.9167, 583, 13, a4, 010110
huffmanCodingEff, m199, t50, w2, 15420, 158, 40802, 57595, 205.0352, 0.849, 1874, 239, a2, 110110
mergeSort, m226, t50, w4, 6799, 155, 16701, 25054, 73.8982, 0.9091, 1900, 129, a5, 001110
huffmanCoding, m314, t50, w8, 58321, 18, 15354, 73904, 48.8981, 0.9013, 1874, 318, a2, 100001
huffmanCoding, m314, t50, w8, 57947, 20, 22240, 80392, 70.828, 0.9013, 1874, 318, a5, 110000
add, m12, t100, w2, 279, 322, 415, 1078, 34.5833, 0.9167, 583, 13, a5, 011011
maxArrSumNeg, m112, t50, w4, 2656, 50, 15743, 19136, 140.5625, 0.9103, 1910, 63, a5, 101110
add, m12, t100, w4, 612, 97, 113, 956, 9.4167, 0.9167, 583, 13, a4, 101100
add, m12, t100, w8, 168, 44, 65, 342, 5.4167, 0.9167, 583, 13, a4, 100011
squareMatrix, m182, t50, w8, 14403, 21, 70994, 86172, 390.0769, 1.0, 903, 72, a4, 100100
primes, m68, t100, w8, 3361, 43, 878, 4342, 12.9118, 0.75, 398, 30, a2, 110001
genPassword, m49, t100, w2, 1477, 313, 5519, 7367, 112.6327, 0.8367, 398, 63, a2, 010011
transpose, m149, t50, w2, 5890, 163, 62756, 68888, 421.1812, 0.8993, 903, 40, a2, 111011
bubbleSort, m113, t50, w4, 7217, 149, 76389, 83827, 676.0088, 0.8938, 1900, 41, a4, 001001
transpose, m149, t50, w2, 5771, 161, 62337, 68355, 418.3691, 0.8993, 903, 40, a5, 011010
parg, m2509, t52, w2, 430131, 180, 2555, 443842, 1.0183, 1.0, 418, 2518, a5, 101111
longestIncrease, m114, t50, w2, 4893, 9786, 133072, 147848, 1167.2982, 0.9035, 1946, 70, a3, 100011
squareMatrix, m182, t50, w2, 14034, 154, 68684, 82951, 377.3846, 1.0, 903, 72, a3, 101000
maxArrSumNeg, m112, t50, w2, 7609, 154, 48965, 57106, 437.1875, 0.9079, 1910, 63, a5, 011101
genPassword, m49, t100, w4, 971, 292, 2009, 3641, 41, 0.8367, 398, 63, a3, 001110
massive, m49, t60, w8, 1704, 114493, 114945, 231221, 2345.8163, 0.9388, 169, 13, a2, 011101
primes, m68, t100, w4, 3594, 102, 2566, 6322, 37.7353, 0.75, 398, 30, a5, 111001
anagram, m60, t100, w2, 3319, 325, 8116, 12186, 135.2667, 0.9286, 1370, 37, a3, 010100
primes, m68, t100, w4, 3572, 100, 1184, 5005, 17.4118, 0.8333, 398, 30, a5, 101101
squareMatrix, m182, t50, w2, 7056, 156, 68894, 76183, 378.5385, 1.0, 903, 72, a4, 110011
maxArrSumNeg, m112, t50, w2, 3896, 164, 69863, 73998, 623.7768, 0.9107, 1910, 63, a3, 101010
mergeSort, m226, t50, w2, 10230, 162, 68202, 78684, 301.7788, 0.9336, 1900, 129, a4, 110010
parg, m2509, t52, w8, 435096, 19, 818, 447041, 0.326, 1.0, 418, 2518, a2, 101110
longestIncrease, m114, t50, w2, 9877, 9894, 133021, 153185, 1166.8509, 0.9196, 1946, 70, a3, 100101
squareMatrix, m182, t50, w2, 14187, 160, 68762, 83194, 377.8132, 1.0, 903, 72, a4, 011000
genPassword, m49, t100, w8, 2851, 41, 954, 3910, 19.4694, 0.8367, 398, 63, a2, 110001
dictionaryOrder, m71, t100, w8, 1156, 267, 33327, 34818, 469.3944, 0.8873, 8248, 32, a4, 000011
bubbleSort, m113, t50, w8, 2479, 25, 74446, 77026, 658.8142, 0.8938, 1900, 41, a3, 101011
bubbleSort, m113, t50, w2, 7455, 166, 212748, 221165, 1882.7257, 0.9182, 1900, 41, a3, 000100
mergeSort, m226, t50, w2, 10156, 159, 69038, 79442, 305.4779, 0.9336, 1900, 129, a4, 010011
quickSort, m127, t50, w2, 13461, 162, 86908, 100647, 684.315, 0.9528, 1900, 56, a4, 011000
huffmanCodingEff, m199, t50, w2, 30914, 155, 40924, 73262, 205.6482, 0.849, 1874, 239, a4, 100100
massive, m49, t60, w4, 1881, 114634, 125254, 241891, 2556.2041, 0.9388, 169, 13, a2, 011101
primes, m68, t100, w8, 3350, 270, 884, 4843, 13, 0.8793, 398, 30, a4, 000100
transpose, m149, t50, w8, 3865, 143, 10130, 14225, 67.9866, 0.8993, 903, 40, a2, 011011
selectSort, m92, t50, w4, 6129, 150, 17493, 23840, 190.1413, 0.8804, 1900, 45, a5, 011001
insertSort, m108, t50, w4, 7189, 152, 11914, 19438, 110.3148, 0.92, 1900, 40, a5, 011101
selectSort, m92, t50, w4, 2019, 51, 15009, 17324, 163.1413, 0.873, 1900, 45, a5, 101111
mergeSort, m226, t50, w4, 19941, 47, 16687, 38004, 73.8363, 0.9091, 1900, 129, a5, 110100
anagram, m60, t100, w8, 3223, 248, 5331, 8911, 88.85, 0.8667, 1370, 37, a4, 001101
primes, m68, t100, w8, 1128, 41, 769, 1995, 11.3088, 0.75, 398, 30, a5, 110010
dictionaryOrder, m71, t100, w4, 1189, 311, 32356, 33922, 455.7183, 0.8873, 8248, 32, a4, 010010
squareMatrix, m182, t50, w2, 14136, 155, 68750, 83124, 377.7473, 1.0, 903, 72, a5, 011000
selectSort, m92, t50, w4, 6083, 51, 39131, 45847, 425.337, 0.9101, 1900, 45, a4, 100100
huffmanCoding, m314, t50, w2, 52270, 161, 101214, 153822, 322.3376, 0.9013, 1874, 318, a4, 001000
massive, m49, t60, w8, 644, 19141, 114375, 134400, 2334.1837, 0.9388, 169, 13, a3, 110110
add, m12, t100, w4, 158, 288, 293, 877, 24.4167, 0.9167, 583, 13, a3, 011110
mergeSort, m226, t50, w4, 6831, 51, 22773, 30968, 100.7655, 0.9336, 1900, 129, a2, 100110
selectSort, m92, t50, w4, 2012, 49, 15008, 17615, 163.1304, 0.9101, 1900, 45, a3, 110110
selectSort, m92, t50, w4, 2040, 152, 17676, 19936, 192.1304, 0.8804, 1900, 45, a4, 011011
factorial, m31, t100, w8, 495, 262, 5083, 5900, 163.9677, 0.9677, 403, 18, a2, 010011
mergeSort, m226, t50, w2, 20038, 163, 68085, 88379, 301.2611, 0.9336, 1900, 129, a2, 111000
